NAME,MSINI,RA,DEC,A,PER,ECC,OM,T0,MSTAR,STAR,RSTAR,TEFF
KOI 4674.01,,,,0.0543,4.84346849,0,,,0.906,KOI 4674,1.056,5762
KOI 4462.01,,,,0.2944,45.163025,0,,,1.665,KOI 4462,2.015,7675
KOI 4463.01,,,,0.2,36.760657,0,,,0.789,KOI 4463,0.823,5305
KOI 4464.01,,,,0.0448,4.373573959,0,,,0.627,KOI 4464,0.64,4362
KOI 4466.01,,,,0.5698,154.673607,0,,,1.023,KOI 4466,1.002,6338
KOI 3161.01,,,,0.0744,6.09409446,0,,,1.474,KOI 3161,1.676,6790
KOI 4603.01,,,,0.1309,15.9513515,0,,,1.173,KOI 4603,1.211,6453
KOI 4605.01,,,,0.0769,7.7859907,0,,,0.994,KOI 4605,0.954,6045
KOI 4676.01,,,,0.2158,31.183688,0,,,1.378,KOI 4676,2.407,5947
KOI 4467.01,,,,0.039,2.94241944,0,,,0.919,KOI 4467,0.819,5436
KOI 4680.01,,,,0.2647,54.081153,0,,,0.847,KOI 4680,0.776,5770
KOI 4473.01,,,,0.1075,13.6473676,0,,,0.89,KOI 4473,1.382,5771
KOI 4474.01,,,,0.1126,16.4735686,0,,,0.702,KOI 4474,0.754,5364
KOI 4541.01,,,,0.0806,8.52917865,0,,,0.958,KOI 4541,0.931,5915
KOI 4613.01,,,,0.0298,1.96227924,0,,,0.915,KOI 4613,0.979,5726
KOI 4614.01,,,,0.072,6.4547287,0,,,1.194,KOI 4614,1.388,6475
KOI 4686.01,,,,0.1014,11.8309999,0,,,0.991,KOI 4686,1.366,5619
KOI 4477.01,,,,0.0585,5.301781,0,,,0.947,KOI 4477,0.855,5733
KOI 3158.01,,,,0.0392,3.600106155,0,,,0.618,KOI 3158,0.593,5032
KOI 4477.02,,,,0.0853,9.32867332,0,,,0.947,KOI 4477,0.855,5733
KOI 4478.01,,,,0.0617,6.3867289,0,,,0.768,KOI 4478,0.811,5071
KOI 4545.01,,,,0.0169,0.849359892,0,,,0.893,KOI 4545,0.788,4979
KOI 4546.01,,,,0.0165,0.741767939,0,,,1.079,KOI 4546,1.013,6163
KOI 4548.01,,,,0.2721,61.085127,0,,,0.718,KOI 4548,0.683,5423
KOI 4904.01,,,,0.0454,3.59449824,0,,,0.963,KOI 4904,0.869,5835
KOI 4907.01,,,,0.0509,4.04484897,0,,,1.066,KOI 4907,1.126,6351
KOI 3296.01,,,,0.2901,62.8691611,0,,,0.821,KOI 3296,0.868,4947
KOI 3298.01,,,,0.1614,29.9633247,0,,,0.624,KOI 3298,0.638,4463
KOI 4763.01,,,,0.2869,56.447048,0,,,0.989,KOI 4763,1.087,5993
KOI 4764.01,,,,0.1832,31.4201379,0,,,0.839,KOI 4764,0.752,5268
KOI 4765.01,,,,0.1006,10.8118737,0,,,1.157,KOI 4765,1.19,6461
KOI 4766.01,,,,0.056,5.56676606,0,,,0.755,KOI 4766,0.751,5216
KOI 4837.01,,,,0.0542,5.38609478,0,,,0.73,KOI 4837,0.659,5523
KOI 4838.01,,,,0.0947,13.2971131,0,,,0.639,KOI 4838,0.614,4349
KOI 4839.01,,,,0.1622,21.8419478,0,,,1.189,KOI 4839,2.241,6194
KOI 4912.01,,,,0.0181,0.876848974,0,,,1.034,KOI 4912,0.96,6168
KOI 3301.01,,,,0.1421,20.7104915,0,,,0.89,KOI 3301,0.901,5631
KOI 3303.01,,,,0.1709,29.3494775,0,,,0.773,KOI 3303,0.723,4986
KOI 4768.01,,,,0.0384,3.436330107,0,,,0.638,KOI 4768,0.651,5201
KOI 4771.01,,,,0.5905,142.705203,0,,,1.347,KOI 4771,1.32,6711
KOI 4772.01,,,,0.0416,3.38085095,0,,,0.838,KOI 4772,0.768,5775
KOI 4840.01,,,,0.0917,10.471747,0,,,0.934,KOI 4840,0.857,5944
KOI 3214.01,,,,0.1142,11.49499722,0,,,1.502,KOI 3214,3.132,6036
KOI 4913.01,,,,0.0761,6.78788803,0,,,1.277,KOI 4913,1.48,6543
KOI 4914.01,,,,0.0623,5.4742819,0,,,1.077,KOI 4914,0.999,6077
KOI 3224.01,,,,0.0422,3.43862245,0,,,0.847,KOI 3224,0.779,5431
KOI 3225.01,,,,0.0548,4.87543387,0,,,0.924,KOI 3225,1.366,5511
KOI 3305.01,,,,0.3094,65.6488341,0,,,0.919,KOI 3305,0.819,5436
KOI 3306.01,,,,0.1694,25.15864,0,,,1.024,KOI 3306,0.935,5973
KOI 3307.01,,,,0.0867,10.50729529,0,,,0.788,KOI 3307,0.865,5290
KOI 3308.01,,,,0.1803,31.7785901,0,,,0.773,KOI 3308,0.928,5638
KOI 4772.02,,,,0.08,9.0194714,0,,,0.838,KOI 4772,0.768,5775
KOI 4773.01,,,,0.0839,8.8493338,0,,,1.004,KOI 4773,1.11,6095
KOI 4774.01,,,,0.254,51.5676874,0,,,0.821,KOI 4774,0.876,5285
KOI 4775.01,,,,0.1354,16.4490295,0,,,1.22,KOI 4775,2.098,5346
KOI 4848.01,,,,0.8823,384.6961,0,,,0.618,KOI 4848,0.623,4228
KOI 3232.01,,,,0.067,6.05922662,0,,,1.091,KOI 3232,1.474,5902
KOI 279.03,,,,0.0825,7.5144704,0,,,1.346,KOI 279,1.57,6215
KOI 3308.02,,,,0.0548,5.32786292,0,,,0.773,KOI 3308,0.928,5638
KOI 3309.01,,,,0.3102,71.05454653,0,,,0.788,KOI 3309,0.865,5290
KOI 3310.01,,,,0.1462,20.5512897,0,,,0.986,KOI 3310,0.894,5624
KOI 3311.01,,,,0.1722,31.8277111,0,,,0.67,KOI 3311,0.686,4702
KOI 4776.01,,,,0.0693,7.58616622,0,,,0.767,KOI 4776,0.871,5934
KOI 4780.01,,,,0.0684,6.60181882,0,,,0.977,KOI 4780,0.86,5591
KOI 4849.01,,,,0.0388,3.1993984,0,,,0.762,KOI 4849,0.698,5475
KOI 4850.01,,,,0.0401,3.04188447,0,,,0.929,KOI 4850,0.845,5811
KOI 4852.01,,,,0.031,1.89872895,0,,,1.104,KOI 4852,1.05,5942
KOI 1101.02,,,,0.0926,11.39110963,0,,,0.814,KOI 1101,0.76,4999
KOI 3234.01,,,,0.0356,2.41811321,0,,,1.028,KOI 3234,1.111,6379
KOI 3236.01,,,,0.0755,7.1304571,0,,,1.124,KOI 3236,1.128,6435
KOI 3237.01,,,,0.2026,33.42035034,0,,,0.992,KOI 3237,0.897,5838
KOI 3312.01,,,,0.133,18.0939472,0,,,0.955,KOI 3312,0.864,5903
KOI 3313.01,,,,0.1988,34.9525184,0,,,0.855,KOI 3313,0.782,4916
KOI 3315.01,,,,0.1942,31.1750448,0,,,1.003,KOI 3315,0.921,6086
KOI 3316.01,,,,0.2385,47.0569043,0,,,0.821,KOI 3316,0.746,5290
KOI 4782.01,,,,0.0758,7.4213444,0,,,1.055,KOI 4782,0.973,6032
KOI 4854.01,,,,0.035,2.63529693,0,,,0.819,KOI 4854,0.781,5388
KOI 4855.01,,,,0.0259,1.45730286,0,,,1.091,KOI 4855,1.031,6225
KOI 4856.01,,,,0.5661,147.386541,0,,,1.111,KOI 4856,1.007,6046
KOI 4857.01,,,,0.0504,4.11496853,0,,,1.006,KOI 4857,0.927,6011
KOI 3242.01,,,,0.0329,1.54946891,0,,,1.976,KOI 3242,2.804,7382
KOI 3245.01,,,,0.0949,10.60052251,0,,,1.012,KOI 3245,1.092,6086
KOI 3324.01,,,,0.1464,21.8635301,0,,,0.879,KOI 3324,0.793,5402
KOI 4859.01,,,,0.0678,7.5020391,0,,,0.737,KOI 4859,0.758,4807
KOI 3246.01,,,,0.0151,0.689967832,0,,,0.97,KOI 3246,1.749,4854
KOI 3248.01,,,,0.0683,6.91261747,0,,,0.885,KOI 3248,1.077,5680
KOI 1404.02,,,,0.1088,18.9062244,0,,,0.48,KOI 1404,0.45,3750
KOI 3318.02,,,,0.1727,25.6973403,0,,,1.035,KOI 3318,1.056,6031
KOI 3319.01,,,,0.1434,19.5906167,0,,,1.019,KOI 3319,0.976,5973
KOI 3319.02,,,,0.0805,8.23984869,0,,,1.019,KOI 3319,0.976,5973
KOI 4790.01,,,,0.0653,6.07855,0,,,1.003,KOI 4790,1.114,6119
KOI 3208.01,,,,0.0355,2.131661909,0,,,1.313,KOI 3208,1.986,5884
KOI 4792.01,,,,0.0649,5.75903542,0,,,1.093,KOI 4792,1.033,6210
KOI 4862.01,,,,0.0158,0.903763067,0,,,0.638,KOI 4862,0.651,4430
KOI 4864.01,,,,0.0593,5.66494448,0,,,0.865,KOI 4864,1.13,5888
KOI 3255.01,,,,0.2737,66.6505482,0,,,0.615,KOI 3255,0.622,4427
KOI 3319.03,,,,0.0459,3.54553021,0,,,1.019,KOI 3319,0.976,5973
KOI 3320.01,,,,0.369,85.06239161,0,,,0.923,KOI 3320,0.875,5223
KOI 3323.01,,,,0.115,14.319638,0,,,0.989,KOI 3323,0.898,5810
KOI 4793.01,,,,0.0595,5.2736699,0,,,1.007,KOI 4793,0.918,5851
KOI 4794.01,,,,0.1549,24.5038818,0,,,0.824,KOI 4794,0.93,5341
KOI 4797.01,,,,0.0797,9.97205208,0,,,0.677,KOI 4797,0.696,4810
KOI 1151.03,,,,0.0554,5.24972541,0,,,0.82,KOI 1151,0.895,5516
KOI 3258.01,,,,0.2219,40.3510178,0,,,0.895,KOI 3258,0.815,5658
KOI 3259.01,,,,0.3228,72.9333382,0,,,0.849,KOI 3259,0.758,5376
KOI 3260.01,,,,0.2919,56.6747285,0,,,1.032,KOI 3260,0.94,5910
KOI 3329.01,,,,0.1097,12.6875322,0,,,1.088,KOI 3329,1.031,6241
KOI 3330.01,,,,0.1158,16.2950903,0,,,0.777,KOI 3330,0.809,4984
KOI 3331.01,,,,0.1329,18.1730382,0,,,0.946,KOI 3331,0.856,5791
KOI 4799.01,,,,0.0962,12.0731459,0,,,0.813,KOI 4799,1.063,5885
KOI 4801.01,,,,0.3914,82.401233,0,,,1.178,KOI 4801,1.124,6195
KOI 3209.01,,,,0.1034,11.91260013,0,,,1.037,KOI 3209,1.171,6603
KOI 4871.01,,,,0.051,4.08194098,0,,,1.056,KOI 4871,1.247,6532
KOI 4875.01,,,,0.0146,0.91217921,0,,,0.498,KOI 4875,0.488,3741
KOI 3261.01,,,,0.1058,12.27065865,0,,,1.048,KOI 3261,0.969,6075
KOI 3262.01,,,,0.1176,13.2274528,0,,,1.237,KOI 3262,1.155,6269
KOI 3263.01,,,,0.2624,76.87935073,0,,,0.407,KOI 3263,0.38,3587
KOI 3264.01,,,,0.093,13.0152127,0,,,0.632,KOI 3264,0.643,4794
KOI 4733.01,,,,0.0696,7.28122373,0,,,0.845,KOI 4733,0.787,5009
KOI 4735.01,,,,0.0356,2.87998055,0,,,0.73,KOI 4735,0.67,4983
KOI 4803.01,,,,0.0533,4.36128348,0,,,1.057,KOI 4803,0.962,5817
KOI 4804.01,,,,0.1457,21.08669744,0,,,0.926,KOI 4804,0.829,6068
KOI 4877.01,,,,0.0604,5.1920676,0,,,1.084,KOI 4877,1.031,6297
KOI 4878.01,,,,1.137,449.01499,0,,,0.972,KOI 4878,1.068,6031
KOI 3266.01,,,,0.2392,54.5094166,0,,,0.615,KOI 3266,0.61,4405
KOI 1151.04,,,,0.1233,17.4532952,0,,,0.82,KOI 1151,0.895,5516
KOI 3267.01,,,,0.1191,14.19593863,0,,,1.113,KOI 3267,1.11,6202
KOI 3268.01,,,,0.095,11.52480925,0,,,0.862,KOI 3268,0.892,5592
KOI 4737.01,,,,0.0798,7.79535622,0,,,1.114,KOI 4737,1.05,6156
KOI 4810.01,,,,0.4584,115.238747,0,,,0.965,KOI 4810,0.87,5817
KOI 4811.01,,,,0.1519,21.7436511,0,,,0.987,KOI 4811,1.497,5767
KOI 4881.01,,,,0.0649,5.67929509,0,,,1.127,KOI 4881,1.585,6514
KOI 4885.01,,,,0.0838,9.33955369,0,,,0.898,KOI 4885,1.101,5516
KOI 3271.01,,,,0.1305,19.5489365,0,,,0.776,KOI 3271,0.729,5548
KOI 3271.02,,,,0.0684,7.41842544,0,,,0.776,KOI 3271,0.729,5548
KOI 3274.01,,,,0.2097,35.622233,0,,,0.966,KOI 3274,0.871,5796
KOI 4742.01,,,,0.393,112.306839,0,,,0.641,KOI 4742,0.653,4569
KOI 3202.01,,,,0.3808,92.464806,0,,,0.86,KOI 3202,1.672,5316
KOI 4743.01,,,,0.2463,49.5385533,0,,,0.812,KOI 4743,0.762,5692
KOI 4744.01,,,,0.0442,3.39154438,0,,,1,KOI 4744,0.914,5896
KOI 4813.01,,,,0.073,9.2294879,0,,,0.608,KOI 4813,0.604,4780
KOI 4815.01,,,,0.1319,18.3722825,0,,,0.905,KOI 4815,0.82,5926
KOI 4886.01,,,,0.1365,17.99562529,0,,,1.045,KOI 4886,0.959,5999
KOI 4890.01,,,,0.3449,63.092904,0,,,1.372,KOI 4890,1.325,6622
KOI 1151.05,,,,0.1427,21.7202824,0,,,0.82,KOI 1151,0.895,5516
KOI 3277.01,,,,0.2457,42.913751,0,,,1.07,KOI 3277,1.217,6148
KOI 4745.01,,,,0.5724,177.669112,0,,,0.791,KOI 4745,0.739,4907
KOI 4747.01,,,,0.4266,92.263714,0,,,1.213,KOI 4747,1.137,6343
KOI 4748.01,,,,0.0717,6.64752101,0,,,1.111,KOI 4748,1.007,6046
KOI 4749.01,,,,0.031,1.97650023,0,,,1.015,KOI 4749,0.923,5792
KOI 4818.01,,,,0.0525,3.79891578,0,,,1.338,KOI 4818,1.405,6828
KOI 4820.01,,,,0.1195,14.7401327,0,,,1.045,KOI 4820,0.959,5999
KOI 4891.01,,,,0.0552,4.73088671,0,,,1.001,KOI 4891,0.911,5941
KOI 4892.01,,,,0.1427,21.374862,0,,,0.846,KOI 4892,1.052,5984
KOI 4893.01,,,,0.0711,6.58753753,0,,,1.101,KOI 4893,0.993,6014
KOI 3279.01,,,,0.1954,30.8277926,0,,,1.047,KOI 3279,0.96,5982
KOI 3280.01,,,,0.262,47.1611696,0,,,1.075,KOI 3280,0.965,5936
KOI 3282.01,,,,0.2153,49.276764,0,,,0.548,KOI 3282,0.541,3894
KOI 3284.01,,,,0.1648,35.23318,0,,,0.479,KOI 3284,0.463,3688
KOI 4750.01,,,,0.2109,36.7216351,0,,,0.925,KOI 4750,0.841,5679
KOI 3203.01,,,,0.4328,96.8172233,0,,,1.151,KOI 3203,1.523,7095
KOI 4822.01,,,,0.0461,3.51413723,0,,,1.058,KOI 4822,0.989,6201
KOI 4823.01,,,,0.0566,4.9650764,0,,,0.982,KOI 4823,2.011,5339
KOI 4826.01,,,,0.0218,1.141145902,0,,,1.06,KOI 4826,1.03,6191
KOI 4895.01,,,,0.1021,12.460222,0,,,0.914,KOI 4895,0.958,5861
KOI 4896.01,,,,0.1421,19.5960013,0,,,0.996,KOI 4896,1.024,6120
KOI 4898.01,,,,1.1313,409.87844,0,,,1.149,KOI 4898,1.064,6167
KOI 3286.01,,,,0.1132,18.1373829,0,,,0.589,KOI 3286,0.602,4257
KOI 3287.01,,,,0.2668,51.1110243,0,,,0.97,KOI 3287,0.881,5968
KOI 3288.01,,,,0.2495,47.9872764,0,,,0.899,KOI 3288,0.981,5641
KOI 4754.01,,,,0.0724,7.08748889,0,,,1.008,KOI 4754,0.925,6060
KOI 4755.01,,,,0.0446,3.74317909,0,,,0.847,KOI 4755,0.779,5431
KOI 4756.01,,,,0.062,5.4169541,0,,,1.08,KOI 4756,1.143,6338
KOI 4758.01,,,,0.2162,37.1084135,0,,,0.977,KOI 4758,0.86,5591
KOI 4827.01,,,,0.1793,31.1920182,0,,,0.789,KOI 4827,0.777,5675
KOI 4829.01,,,,0.1661,22.884425,0,,,1.161,KOI 4829,1.175,6422
KOI 4900.01,,,,0.0702,6.67169205,0,,,1.031,KOI 4900,1.021,6086
KOI 4902.01,,,,0.9878,409.38645,0,,,0.766,KOI 4902,0.799,4955
KOI 4759.01,,,,0.1316,17.7666128,0,,,0.961,KOI 4759,1.048,6018
KOI 4762.01,,,,0.088,11.5672462,0,,,0.678,KOI 4762,0.691,4597
KOI 3204.01,,,,0.0156,0.572937573,0,,,1.553,KOI 3204,1.593,7338
KOI 4833.01,,,,0.0516,4.31720867,0,,,0.979,KOI 4833,1.31,5992
KOI 4834.01,,,,0.0547,3.74100638,0,,,1.554,KOI 4834,3.231,5110
KOI 3503.01,,,,0.1457,21.1875846,0,,,0.918,KOI 3503,0.847,6338
KOI 1873.02,,,,0.219,34.9176592,0,,,1.149,KOI 1873,1.064,6167
KOI 1613.02,,,,0.405,94.093962,0,,,1.008,KOI 1613,1.327,6044
KOI 3365.01,,,,0.1525,22.12679948,0,,,0.963,KOI 3365,1.445,5312
KOI 3367.01,,,,0.1693,25.3734282,0,,,0.998,KOI 3367,0.966,6195
KOI 3434.01,,,,0.0932,10.2855824,0,,,1.017,KOI 3434,1.056,6180
KOI 3436.01,,,,0.2196,44.2008,0,,,0.723,KOI 3436,0.753,5002
KOI 3437.01,,,,0.1124,15.0330105,0,,,0.837,KOI 3437,0.917,6033
KOI 3437.02,,,,0.1965,34.7496654,0,,,0.837,KOI 3437,0.917,6033
KOI 3506.01,,,,0.1151,12.6253041,0,,,1.278,KOI 3506,1.844,6878
KOI 3370.01,,,,0.1505,24.352254,0,,,0.765,KOI 3370,0.795,4922
KOI 3370.02,,,,0.0588,5.94220998,0,,,0.765,KOI 3370,0.795,4922
KOI 3371.01,,,,0.262,58.1266033,0,,,0.708,KOI 3371,0.685,5356
KOI 3372.01,,,,0.1808,26.7575859,0,,,1.096,KOI 3372,1.035,6197
KOI 3438.01,,,,0.124,14.5564533,0,,,1.196,KOI 3438,1.186,6425
KOI 3439.01,,,,0.2482,41.7083629,0,,,1.17,KOI 3439,1.155,6446
KOI 3440.01,,,,0.1948,33.0256807,0,,,0.902,KOI 3440,0.83,5853
KOI 3515.01,,,,0.373,82.13760666,0,,,1.023,KOI 3515,1.207,6395
KOI 3520.01,,,,0.5192,135.5860483,0,,,1.014,KOI 3520,1.063,6074
KOI 1875.02,,,,0.0128,0.538354308,0,,,0.957,KOI 1875,0.926,5953
KOI 3602.01,,,,0.7359,249.3625131,0,,,0.853,KOI 3602,1.02,5940
KOI 1627.03,,,,0.0452,3.80680243,0,,,0.856,KOI 1627,0.769,5412
KOI 3374.01,,,,0.0899,9.5085156,0,,,1.069,KOI 3374,1.013,6328
KOI 3374.02,,,,0.2106,34.1082415,0,,,1.069,KOI 3374,1.013,6328
KOI 3375.01,,,,0.2524,47.0564621,0,,,0.967,KOI 3375,0.924,5889
KOI 3377.01,,,,0.0725,10.01003165,0,,,0.507,KOI 3377,0.508,4339
KOI 3443.01,,,,0.3753,96.16987,0,,,0.761,KOI 3443,0.71,5334
KOI 3444.01,,,,0.0899,12.67140393,0,,,0.6,KOI 3444,0.598,3842
KOI 3444.02,,,,0.2543,60.32665084,0,,,0.6,KOI 3444,0.598,3842
KOI 3444.03,,,,0.0315,2.63597899,0,,,0.6,KOI 3444,0.598,3842
KOI 3445.01,,,,0.3562,82.304003,0,,,0.888,KOI 3445,0.848,5751
KOI 3522.01,,,,1.0044,241.0715127,0,,,2.319,KOI 3522,2.259,9541
KOI 3605.01,,,,0.5424,178.2678707,0,,,0.668,KOI 3605,0.696,5126
KOI 3606.01,,,,0.0353,2.181558785,0,,,1.23,KOI 3606,1.393,6570
KOI 3608.01,,,,0.7657,244.8326998,0,,,0.997,KOI 3608,0.993,6105
KOI 3379.01,,,,0.1939,30.4549136,0,,,1.047,KOI 3379,0.984,6283
KOI 3383.01,,,,0.2107,37.8869482,0,,,0.868,KOI 3383,0.818,5513
KOI 3384.01,,,,0.0966,10.54842565,0,,,1.074,KOI 3384,1.09,6053
KOI 3448.01,,,,0.2023,32.5105998,0,,,1.043,KOI 3448,0.982,6315
KOI 3449.01,,,,0.278,62.12765716,0,,,0.74,KOI 3449,0.807,5344
KOI 3451.01,,,,0.1008,10.90751111,0,,,1.145,KOI 3451,1.154,6426
KOI 3527.01,,,,0.3356,76.81984562,0,,,0.855,KOI 3527,0.785,5668
KOI 3528.01,,,,0.59,165.4057521,0,,,0.999,KOI 3528,2.185,6061
KOI 3531.01,,,,0.332,70.58286133,0,,,0.98,KOI 3531,0.904,5973
KOI 1899.02,,,,0.0962,10.5225498,0,,,1.064,KOI 1899,1.175,6327
KOI 3611.01,,,,0.0927,10.44334043,0,,,0.972,KOI 3611,1.005,6137
KOI 3384.02,,,,0.1476,19.9157725,0,,,1.074,KOI 3384,1.09,6053
KOI 3385.01,,,,0.2741,54.06132616,0,,,0.937,KOI 3385,1.112,5786
KOI 3386.01,,,,0.2077,34.52599997,0,,,1,KOI 3386,1.038,6122
KOI 3455.01,,,,0.1132,14.0546718,0,,,0.977,KOI 3455,0.88,5783
KOI 3456.01,,,,0.1908,30.8609366,0,,,0.972,KOI 3456,1.062,6008
KOI 332.02,,,,0.0736,6.8667851,0,,,1.126,KOI 332,1.259,5716
KOI 3620.01,,,,0.2241,46.69819528,0,,,0.687,KOI 3620,0.756,5772
KOI 3389.01,,,,0.188,29.7682825,0,,,0.997,KOI 3389,0.941,6022
KOI 3391.01,,,,0.1754,36.7660458,0,,,0.531,KOI 3391,0.54,4342
KOI 3458.01,,,,0.1168,14.0329154,0,,,1.079,KOI 3458,1.001,6063
KOI 3459.01,,,,0.1077,13.2226208,0,,,0.95,KOI 3459,0.861,5933
KOI 1750.02,,,,0.0353,2.53742112,0,,,0.906,KOI 1750,0.92,5798
KOI 3460.01,,,,0.2959,62.596366,0,,,0.88,KOI 3460,0.851,5951
KOI 3536.01,,,,0.5627,156.5165515,0,,,0.969,KOI 3536,1.084,6002
KOI 3627.02,,,,0.0834,8.52999071,0,,,1.06,KOI 3627,0.991,6185
KOI 3393.01,,,,0.2898,54.6495759,0,,,1.079,KOI 3393,1.066,6112
KOI 1650.02,,,,0.425,100.8274113,0,,,1.005,KOI 1650,0.903,5638
KOI 3394.01,,,,0.1279,15.5763812,0,,,1.149,KOI 3394,1.064,6167
KOI 3395.01,,,,0.0873,10.0051616,0,,,0.884,KOI 3395,0.924,5912
KOI 3396.01,,,,0.2103,36.2586639,0,,,0.939,KOI 3396,0.85,5804
KOI 3462.01,,,,0.1054,12.4327236,0,,,1.008,KOI 3462,0.916,5896
KOI 3462.02,,,,0.1938,30.9904663,0,,,1.008,KOI 3462,0.916,5896
KOI 3465.01,,,,0.1155,16.0506213,0,,,0.798,KOI 3465,0.911,5443
KOI 3541.01,,,,1.1535,421.4296796,0,,,1.152,KOI 3541,1.708,6235
KOI 3545.01,,,,0.0172,1.092066425,0,,,0.566,KOI 3545,0.576,4556
KOI 3617.01,,,,0.0351,1.674984835,0,,,2.05,KOI 3617,2.451,8285
KOI 3397.01,,,,0.2258,35.8755847,0,,,1.19,KOI 3397,1.168,6495
KOI 3398.01,,,,0.0747,7.31946363,0,,,1.035,KOI 3398,0.956,6444
KOI 3398.02,,,,0.2152,35.8022845,0,,,1.035,KOI 3398,0.956,6444
KOI 3398.03,,,,0.0526,4.32708542,0,,,1.035,KOI 3398,0.956,6444
KOI 3467.01,,,,0.2103,33.93749733,0,,,1.07,KOI 3467,1.066,6220
KOI 3468.01,,,,0.138,20.7056504,0,,,0.817,KOI 3468,0.921,5746
KOI 1781.03,,,,0.2757,58.0192007,0,,,0.829,KOI 1781,0.768,4987
KOI 3470.01,,,,0.1222,15.0619058,0,,,1.068,KOI 3470,1.027,6077
KOI 3626.01,,,,0.2373,44.14578525,0,,,0.913,KOI 3626,0.894,5881
KOI 3401.01,,,,0.1308,17.9558884,0,,,0.924,KOI 3401,1.072,5896
KOI 1681.02,,,,0.0232,1.992812282,0,,,0.417,KOI 1681,0.4,3608
KOI 3403.01,,,,0.2278,39.8189932,0,,,0.992,KOI 3403,1.135,6035
KOI 3470.02,,,,0.1733,25.4338197,0,,,1.068,KOI 3470,1.027,6077
KOI 3472.01,,,,0.0962,10.43003261,0,,,1.085,KOI 3472,1.031,6277
KOI 3473.01,,,,0.193,27.63714437,0,,,1.254,KOI 3473,2.427,5214
KOI 3474.01,,,,0.2583,52.607947,0,,,0.83,KOI 3474,0.767,5751
KOI 1830.02,,,,0.568,198.7112502,0,,,0.619,KOI 1830,0.628,5080
KOI 3554.01,,,,0.9797,394.678215,0,,,1,KOI 3554,1,5780
KOI 3334.01,,,,0.352,95.17831669,0,,,0.641,KOI 3334,0.653,4523
KOI 3335.01,,,,0.2061,31.2548347,0,,,1.195,KOI 3335,1.145,6215
KOI 284.04,,,,0.4378,110.2869374,0,,,0.919,KOI 284,1.045,5921
KOI 1525.02,,,,0.1134,11.80619472,0,,,1.394,KOI 1525,1.448,6915
KOI 3403.02,,,,0.0656,6.15827512,0,,,0.992,KOI 3403,1.135,6035
KOI 3404.01,,,,0.3579,82.294751,0,,,0.901,KOI 3404,0.85,6004
KOI 3407.01,,,,0.3726,92.4362973,0,,,0.806,KOI 3407,0.745,5598
KOI 3408.01,,,,0.3178,65.427387,0,,,0.998,KOI 3408,0.926,6014
KOI 1788.02,,,,0.9298,369.064632,0,,,0.788,KOI 1788,0.815,4850
KOI 3557.01,,,,0.7755,243.8213157,0,,,1.041,KOI 3557,1.183,6462
KOI 3560.01,,,,0.0235,1.501760175,0,,,0.769,KOI 3560,0.989,6466
KOI 1833.02,,,,0.0632,7.684334874,0,,,0.568,KOI 1833,0.577,4397
KOI 3337.01,,,,0.0953,11.1662508,0,,,0.922,KOI 3337,0.839,5547
KOI 3339.01,,,,0.1453,23.13345,0,,,0.763,KOI 3339,0.932,5712
KOI 3340.01,,,,0.0823,8.9539813,0,,,0.925,KOI 3340,0.947,6168
KOI 3340.02,,,,0.1094,13.7280953,0,,,0.925,KOI 3340,0.947,6168
KOI 3410.01,,,,0.1278,16.5861762,0,,,1.01,KOI 3410,0.917,5880
KOI 3411.01,,,,0.1838,26.83772008,0,,,1.149,KOI 3411,1.064,6167
KOI 3412.01,,,,0.1262,16.75255007,0,,,0.955,KOI 3412,1.802,4807
KOI 1681.03,,,,0.0339,3.53106745,0,,,0.417,KOI 1681,0.4,3608
KOI 3413.01,,,,0.2723,49.61275467,0,,,1.088,KOI 3413,1.031,6241
KOI 3480.01,,,,0.0952,11.9382003,0,,,0.807,KOI 3480,0.741,5465
KOI 3481.01,,,,0.1948,32.716371,0,,,0.92,KOI 3481,0.838,6099
KOI 3482.01,,,,0.1163,15.3317018,0,,,0.89,KOI 3482,0.844,6028
KOI 3483.01,,,,0.3774,82.331714,0,,,1.054,KOI 3483,0.988,6233
KOI 3484.01,,,,0.3888,84.703921,0,,,1.087,KOI 3484,1.132,6286
KOI 3565.01,,,,0.0382,2.637574199,0,,,1.067,KOI 3565,0.958,5640
KOI 3341.01,,,,0.1832,27.0968975,0,,,1.113,KOI 3341,1.11,6202
KOI 3341.02,,,,0.1038,11.5474155,0,,,1.113,KOI 3341,1.11,6202
KOI 3342.01,,,,0.2409,42.39936275,0,,,1.036,KOI 3342,0.962,6153
KOI 3343.01,,,,0.3768,83.266321,0,,,1.027,KOI 3343,0.956,5996
KOI 3344.01,,,,0.0929,11.6044694,0,,,0.794,KOI 3344,0.848,5881
KOI 3414.01,,,,0.1453,27.00980709,0,,,0.559,KOI 3414,0.537,3900
KOI 3415.01,,,,0.1066,15.0217983,0,,,0.713,KOI 3415,0.796,5619
KOI 3416.01,,,,0.0976,11.8236074,0,,,0.883,KOI 3416,0.806,5559
KOI 3417.01,,,,0.3982,91.080482,0,,,1.014,KOI 3417,1.008,5915
KOI 3418.01,,,,0.3677,85.273256,0,,,0.911,KOI 3418,1.057,5922
KOI 3486.01,,,,0.129,19.070429,0,,,0.788,KOI 3486,0.889,5418
KOI 3487.01,,,,0.3689,89.73971018,0,,,0.835,KOI 3487,0.75,5791
